""	"b1"	"b2"	"b3"	"c1"	"c2"	"c3"
"YOL047C"	1	2	0	0	1	0
"YDL018C"	5	5	3	0	3	11
"YLR147C"	2	2	1	2	2	2
"YIL061C"	1	6	2	0	1	0
"YML012W"	30	46	24	19	17	34
"YHR187W"	3	6	3	2	4	3
"Q0250"	0	0	0	0	0	0
"YGR155W"	51	82	55	24	26	43
"YLR155C"	9	9	10	7	11	14
"YLR136C"	1	0	0	0	0	0
"YKR015C"	2	0	0	2	2	1
"YDL060W"	21	35	22	12	12	15
"YLR320W"	4	6	2	5	4	4
"YIL069C"	56	65	48	17	17	24
"YHR075C"	3	0	0	3	1	6
"YIL085C"	10	18	9	10	7	16
"YGL195W"	42	53	51	22	17	29
"YDR062W"	27	39	22	15	20	17
"YOL119C"	17	15	10	8	20	23
"YJR105W"	54	59	68	24	26	37
"YNL289W"	7	2	3	5	11	5
"YER161C"	6	8	9	7	4	6
"YNR036C"	15	19	8	15	7	10
"YAL067C"	0	0	0	0	0	0
"YMR247C"	18	16	17	1	11	4
"YOR316C-A"	0	0	0	0	0	0
"YJL096W"	1	8	6	1	3	6
"YMR111C"	3	3	3	3	2	3
"YBR136W"	2	5	4	3	3	5
"YKL059C"	7	7	1	5	3	5
"YGR018C"	0	0	0	0	0	0
"YMR090W"	3	1	2	9	14	13
"YNR061C"	4	7	4	7	0	7
"YGR119C"	15	24	13	13	11	8
"YGR235C"	4	4	3	8	16	14
"YER121W"	0	1	0	5	4	6
"YJL204C"	2	6	4	7	2	4
"YER180C-A"	0	0	0	0	0	0
"YMR294W-A"	2	2	2	1	1	4
"YGR209C"	6	6	6	11	10	10
"YMR306C-A"	0	0	0	0	0	0
"YNL154C"	17	23	18	7	12	20
"YDL012C"	5	5	7	5	1	3
"YBL064C"	5	8	5	18	21	24
"YDL181W"	6	5	5	17	8	10
"YOR392W"	0	0	0	0	0	0
"YMR133W"	2	3	0	3	2	1
"YKL029C"	57	81	56	9	12	17
"YPR106W"	1	1	1	1	2	1
"YNL039W"	12	10	9	8	10	10
"YDL149W"	3	4	4	6	5	10
"YER170W"	2	4	1	3	4	2
"YDR009W"	0	0	0	3	4	5
"YBR282W"	3	6	1	5	6	5
"YGR187C"	12	21	11	7	8	6
"YLR007W"	3	10	4	8	9	6
"YPL269W"	3	5	5	3	2	4
"Q0110"	0	0	0	0	0	0
"YER013W"	5	11	7	4	6	8
"YER060W"	8	11	6	3	6	6
"YDR407C"	9	20	10	2	4	13
"YHR137W"	0	1	0	7	6	12
"YHL034W-A"	0	0	0	0	0	0
"YGL009C"	150	178	149	46	71	75
"YGR058W"	2	4	8	1	4	3
"YIR041W"	0	0	0	0	0	1
"YIL008W"	6	4	4	1	2	2
"YBR192W"	6	9	8	2	2	3
"YHR101C"	2	4	2	2	3	8
"YDR279W"	1	8	5	3	2	4
"YBL009W"	10	3	11	6	4	13
"YER029C"	5	3	3	2	1	3
"YLR243W"	3	7	5	4	4	6
"YOL048C"	3	3	2	4	5	14
"YJL025W"	3	1	1	1	1	2
"YDR427W"	12	27	19	14	13	23
"YDR246W"	8	4	0	2	5	4
"YLR187W"	9	3	4	2	1	5
"YER182W"	9	8	6	11	8	13
"YDL024C"	0	0	0	0	3	2
"YMR137C"	2	0	2	5	6	3
"YNL163C"	10	15	12	4	9	12
"YMR228W"	3	4	2	2	2	1
"YOL148C"	5	5	6	4	3	3
"YJR069C"	12	11	7	1	4	5
"YDR411C"	9	10	7	3	6	2
"YBR232C"	0	0	0	0	0	0
"YIL066C"	0	1	0	1	2	2
"YNL061W"	31	45	25	11	23	23
"YDR309C"	5	7	5	5	2	3
"YER095W"	5	11	4	16	11	16
"YCR054C"	2	2	3	6	1	6
"YDR499W"	5	4	4	1	1	6
"YJL138C"	74	117	84	38	33	32
"YJL063C"	8	11	8	6	5	8
"YKR004C"	4	2	1	3	4	0
"YMR206W"	0	0	0	12	8	8
"YER092W"	7	8	8	2	3	4
"YLR410W"	9	18	14	5	13	20
"YMR154C"	3	2	2	1	5	5
"YBR101C"	18	22	11	22	32	26
"YDR544C"	0	0	0	0	0	0
"YIL042C"	3	5	2	8	5	9
"YOL004W"	24	20	28	17	16	17
"YHR112C"	8	23	21	9	12	14
"YGL029W"	4	8	3	1	3	6
"YPL261C"	0	0	0	0	0	0
"YGR160W"	1	2	3	0	1	1
"YJR060W"	7	5	3	3	2	5
"YDR437W"	0	1	1	1	2	0
"YHL022C"	0	0	1	0	0	0
"YGR017W"	8	9	4	1	7	5
"YGL175C"	1	0	1	4	2	0
"YIL124W"	7	13	9	28	34	44
"YLR305C"	11	28	13	9	13	12
"YOR343C"	0	0	0	2	0	0
"YGR234W"	133	199	151	55	39	55
"YCR004C"	12	19	13	22	32	37
"YKL115C"	1	0	0	0	1	0
"YKL028W"	13	22	13	6	8	12
"YPR173C"	16	25	12	13	14	12
"YAL011W"	2	4	6	4	6	5
"YPR137W"	11	9	15	4	4	6
"YJL108C"	5	0	0	0	1	4
"YHR039C-A"	22	35	14	9	8	7
"YLR238W"	3	5	5	2	3	5
"YNL067W"	70	82	69	28	34	40
"YEL016C"	4	2	3	0	4	2
"YEL020C"	2	1	0	8	9	9
"YLR020C"	12	20	13	3	5	3
"YPL060W"	2	2	0	2	3	3
"YER087W"	6	2	2	1	3	8
"YIL156W-B"	7	3	0	3	3	4
"YOL087C"	9	13	8	21	9	20
"YNL304W"	1	1	3	1	0	0
"YHR056C"	16	14	9	10	10	14
"YNL092W"	2	0	2	3	4	1
"YJR110W"	9	3	7	5	4	9
"YKL033W"	4	7	7	3	3	4
"YPL152W"	4	2	2	4	5	4
"YLR427W"	3	10	7	6	11	9
"YHR214W"	0	1	3	0	1	2
"YLR049C"	5	6	8	4	4	6
"YBR025C"	48	77	67	32	45	56
"YGL243W"	4	1	2	1	4	3
"YNL208W"	16	14	10	30	47	57
"YER055C"	84	114	74	24	26	33
"YHR065C"	13	17	9	9	12	7
"YJR123W"	230	232	182	59	89	98
"YDR405W"	8	11	7	5	9	11
"YNL128W"	0	1	1	0	1	0
"YGL163C"	5	4	12	4	9	10
"YDR426C"	0	0	0	0	0	0
"YMR139W"	3	10	1	6	9	10
"YDR442W"	0	0	0	0	0	0
"YJL128C"	12	13	8	6	3	4
"YDL217C"	4	1	3	6	0	3
"YJR002W"	15	16	11	10	11	12
"YOL085C"	0	0	0	0	0	0
"YPL094C"	11	7	12	4	6	8
"YJL157C"	7	19	11	3	6	5
"YER120W"	14	23	21	12	18	23
"YAL037C-A"	0	0	0	0	0	0
"YGL207W"	27	45	38	24	29	35
"YDR516C"	6	3	6	16	13	14
"YLR315W"	2	1	0	2	1	1
"YPL106C"	82	134	90	78	109	125
"YFR042W"	3	3	3	2	1	2
"YLR256W"	11	18	13	12	19	22
"YPR191W"	27	50	33	34	32	42
"YJR029W"	38	49	31	26	26	28
"YMR241W"	38	69	45	27	22	37
"YNR077C"	0	0	0	0	0	0
"YOR147W"	6	10	4	11	5	12
"YJL189W"	2	1	6	1	1	1
"YAL059C-A"	0	0	0	0	0	0
"YHR079C-A"	0	0	0	0	0	0
"YBR260C"	1	15	5	8	6	10
"YLR396C"	4	7	6	3	5	2
"YOL079W"	1	1	0	0	0	0
"YNR037C"	3	9	3	3	2	5
"YPL243W"	17	28	20	5	16	21
"YDL109C"	1	2	1	1	6	5
"YBR018C"	0	0	0	0	0	1
"YLR440C"	12	13	8	3	7	10
"YDL248W"	4	8	7	7	14	11
"YCR043C"	5	5	6	0	3	2
"YBR054W"	3	4	1	76	120	122
"YPL270W"	7	16	8	6	8	19
"YNL164C"	4	4	2	3	4	2
"YNL062C"	9	12	6	4	1	7
"YML106W"	31	29	29	14	16	15
"YMR003W"	3	2	3	3	2	0
"YMR298W"	4	6	4	3	3	8
"YGR296W"	4	9	8	4	5	3
"YIL029W-A"	0	0	0	0	0	0
"YMR037C"	12	20	9	0	9	11
"YHR012W"	7	9	4	5	6	3
"YKL094W"	18	17	5	23	21	20
"YOR066W"	4	6	4	3	4	4
"YDR497C"	105	137	105	39	61	72
"YLR367W"	16	21	16	6	4	15
"YOR129C"	5	7	5	2	5	8
"YOL161C"	0	0	0	0	1	0
"YJL027C"	0	0	0	1	0	0
"YJR147W"	6	9	7	4	2	3
"YDR409W"	8	7	3	9	8	4
"YDR041W"	11	12	7	3	8	7
"YMR272C"	21	26	25	5	15	13
"YJL039C"	29	29	17	7	9	16
"YKL143W"	13	16	13	4	4	6
"YDR307W"	4	7	3	8	9	14
"YDL081C"	50	51	52	19	8	22
"YBL100C"	2	0	0	3	3	3
"YIL019W"	7	6	7	0	4	3
"YIL082W-A"	0	0	0	0	0	0
"YDR390C"	11	9	10	10	5	10
"YNL041C"	3	11	4	4	3	8
"YDL201W"	3	13	5	5	4	8
"YMR028W"	2	6	3	4	3	3
"YNL200C"	1	1	0	1	11	12
"YKR041W"	2	0	0	0	1	0
"YER073W"	47	48	43	19	27	34
"YGR144W"	0	1	0	5	5	7
"YEL006W"	3	5	7	4	7	6
"YKL225W"	0	0	0	0	0	0
"YJR007W"	13	27	16	8	11	13
"YBR053C"	3	1	1	9	13	14
"YNL238W"	10	8	13	10	4	6
"YCR073W-A"	7	9	6	5	8	10
"YGL109W"	1	2	0	0	0	1
"YJL075C"	0	1	0	0	0	0
"YHR211W"	5	10	6	11	15	12
"YOR269W"	0	4	3	0	3	3
"YML039W"	37	33	30	17	15	14
"YLL060C"	3	0	1	2	2	3
"YDR500C"	28	32	28	13	11	18
"YPL163C"	10	14	8	10	7	12
"YKL118W"	1	0	0	0	0	0
"YLL003W"	8	13	9	4	12	3
"YBR103C-A"	0	0	0	0	0	0
"YAL064W-B"	0	0	0	0	0	0
"YMR258C"	6	7	8	4	5	9
"YML125C"	29	32	14	6	6	13
"YML069W"	20	35	18	13	16	21
"YOL057W"	8	10	12	9	10	18
"YKL145W"	42	55	43	33	36	61
"YPL283W-B"	0	0	0	0	0	0
"YFR030W"	120	164	149	63	64	82
"YGR146C"	0	1	0	4	6	7
"YIL150C"	3	6	1	2	4	2
"YDL126C"	91	136	95	76	113	127
"YDL006W"	5	9	4	3	2	4
"YOL083C-A"	0	0	0	0	0	0
"YMR025W"	0	1	0	0	0	2
"YGR287C"	2	3	4	5	3	5
"YOR227W"	7	15	9	10	19	16
"YDL233W"	6	6	3	4	0	2
"YCL057C-A"	9	7	7	4	6	7
"YOR362C"	26	31	30	12	18	33
"YNL266W"	0	0	0	0	0	1
"YMR276W"	23	41	27	25	20	26
"YOR217W"	11	12	6	4	7	9
"YGR061C"	95	137	115	46	36	52
"YBR049C"	6	14	17	15	14	16
"YML124C"	21	21	30	13	10	14
"YPL246C"	8	9	6	1	1	1
"YDL178W"	33	31	15	12	15	17
"YOR111W"	2	0	2	0	2	1
"YLR156W"	1	0	0	1	1	0
"YLR152C"	4	6	2	7	10	21
"YLR431C"	3	1	2	5	8	3
"YMR096W"	10	8	6	16	16	22
"YNL240C"	5	9	9	8	6	17
"YKL019W"	4	5	12	5	6	9
"YGR168C"	4	3	2	5	4	3
"YGR027C"	57	64	56	29	34	45
"YGL250W"	1	4	0	5	6	9
"YJL048C"	12	10	12	24	33	36
"Q0105"	0	0	0	0	0	0
"YEL031W"	55	86	54	27	26	34
"YDL147W"	24	43	28	30	40	36
"YJL129C"	19	25	15	3	7	9
"YJL188C"	9	5	8	6	3	5
"YKL191W"	10	26	10	11	3	12
"YDR320C-A"	8	2	2	4	3	3
"YIL099W"	1	0	0	2	2	5
"YJR135C"	0	0	1	1	2	1
"YBR102C"	7	9	5	7	1	4
"YGR161C-C"	0	0	0	0	0	0
"YIR013C"	0	0	0	0	0	0
"YDR144C"	16	16	13	4	1	4
"YIL094C"	115	131	87	25	32	48
"YIL002W-A"	4	4	5	3	1	3
"YMR032W"	6	6	6	0	2	3
"YAL049C"	8	4	6	10	7	9
"YPL112C"	10	20	13	5	3	9
"YJL077W-A"	0	0	0	0	0	0
"YMR078C"	6	6	4	3	6	3
"YJL085W"	7	4	6	1	6	6
"YKL209C"	38	52	45	14	12	13
"YKL128C"	10	10	11	2	1	2
"YMR010W"	5	9	8	2	3	7
"YBR193C"	1	2	4	2	2	5
"YCR023C"	14	12	4	6	6	7
"YHL009C"	0	1	1	2	2	2
"YDL086W"	8	3	5	3	6	4
"YOR201C"	11	10	7	2	5	4
"YPR109W"	3	2	2	1	5	1
"YIL038C"	8	18	13	0	12	14
"YDR001C"	4	7	8	25	22	24
"YPL137C"	7	18	15	8	15	21
"YML082W"	4	11	4	4	4	3
"YJL004C"	7	4	5	2	6	3
"YNL269W"	0	0	0	0	0	0
"YPL233W"	2	2	1	0	2	2
"YOR218C"	0	0	0	0	0	0
"YOR286W"	12	6	5	4	9	3
"YOR315W"	16	19	16	6	7	3
"YNL010W"	18	19	23	4	8	20
"YIL087C"	4	3	2	4	10	18
"YJL070C"	3	4	2	0	8	9
"YKR100C"	6	10	5	4	7	11
"YLR388W"	18	9	8	9	5	4
"YNL079C"	38	51	29	28	26	26
"YHR061C"	3	4	0	1	5	1
"YLR415C"	0	0	0	0	0	0
"YHR104W"	4	5	6	12	19	29
"YLL008W"	24	34	25	7	9	9
"YPL111W"	6	9	5	1	5	3
"YPR123C"	0	0	0	0	1	1
"YFL067W"	3	1	4	4	7	3
"YBR158W"	30	35	19	10	19	22
"YGL146C"	0	2	1	1	5	2
"YER043C"	82	110	102	31	30	41
"YEL077W-A"	0	0	0	0	0	0
"YBR182C"	0	0	0	0	0	1
"YDL016C"	0	0	0	0	0	0
"YMR054W"	18	33	21	13	14	11
"YPR015C"	1	0	0	0	0	9
"YER026C"	28	32	28	21	28	14
"YDR264C"	26	39	29	13	14	8
"YOL036W"	18	14	7	2	5	15
"YMR231W"	9	13	3	4	3	4
"YDL139C"	1	2	4	3	2	0
"YPR100W"	4	1	2	0	2	2
"YDR095C"	0	0	0	0	0	0
"YOL028C"	4	5	3	1	1	2
"YKL149C"	4	2	1	2	6	5
"YNR033W"	7	11	12	11	7	10
"YBL093C"	5	2	2	2	4	6
"YBR072C-A"	0	0	0	0	0	0
"YPR122W"	10	2	6	10	9	11
"YOL009C"	4	2	3	0	1	6
"YEL075W-A"	0	0	0	0	0	0
"YER124C"	19	33	18	14	11	18
"YBR209W"	0	0	0	0	0	0
"YGR253C"	31	27	17	17	14	19
"YHR214C-D"	0	0	0	0	0	1
"YOL158C"	25	66	33	5	5	5
"YDR055W"	20	22	21	22	23	34
"YMR190C"	3	8	8	3	9	12
"YDL110C"	1	2	3	10	31	19
"YNL187W"	3	3	0	2	1	3
"YNL274C"	3	7	2	15	16	36
"YOR049C"	3	2	1	2	2	1
"YGR051C"	0	1	0	0	0	1
"YMR027W"	10	20	12	16	13	19
"YGR135W"	22	24	21	19	19	28
"YIL044C"	1	11	9	2	3	1
"YJR032W"	3	11	4	4	4	7
"YPL257W-B"	61	80	58	32	44	46
"YJL211C"	1	1	0	1	1	2
"YDR419W"	5	5	2	1	6	8
"YBR011C"	76	109	73	54	42	56
"YBR110W"	8	12	7	10	8	8
"YEL028W"	1	0	0	1	1	2
"YGR089W"	11	12	10	3	8	7
"YOR009W"	4	0	1	2	2	3
"YLR247C"	10	24	19	16	18	15
"YEL067C"	0	2	1	2	1	2
"YDR266C"	11	11	9	5	11	7
"YPR036W-A"	20	27	21	19	15	22
"YDR512C"	4	2	0	5	4	17
"YPL208W"	8	7	4	2	2	11
"YLR450W"	9	9	4	5	7	12
"YML051W"	8	9	4	4	4	5
"YOR319W"	2	4	4	3	0	5
"YCL014W"	13	28	14	9	8	5
"YGL117W"	8	4	3	10	9	7
"YFL010W-A"	2	1	2	1	0	1
"YLR371W"	7	10	5	4	12	3
"YDL051W"	9	17	6	10	9	9
"YAL056C-A"	0	0	0	0	0	0
"YLL040C"	21	26	24	12	25	26
"YKR070W"	6	10	7	5	3	10
"YHR081W"	3	7	7	7	4	4
"YJL072C"	6	5	4	3	3	5
"YDR090C"	3	6	3	7	3	4
"YOR061W"	11	16	16	13	7	12
"YOR318C"	0	0	0	0	1	0
"YDR038C"	6	4	0	5	7	5
"YPL256C"	16	20	22	9	12	7
"YDR040C"	2	4	0	1	1	6
"YNL024C"	1	1	0	0	0	1
"YOR070C"	8	4	2	3	6	2
"YJL217W"	6	5	6	6	6	7
"YLL066W-B"	0	0	0	0	0	0
"YGL093W"	7	17	8	4	12	9
"YLR397C"	6	8	12	5	4	10
"YDR523C"	0	0	0	0	2	1
"YHL017W"	7	11	8	4	6	6
"YKL098W"	3	2	0	4	5	4
"YCR008W"	10	11	6	6	5	17
"YOR204W"	22	27	12	13	16	31
"YMR046W-A"	0	0	0	0	0	0
"YOR298C-A"	29	43	27	24	27	31
"YOL059W"	16	27	7	16	17	18
"YOR250C"	3	6	2	3	7	4
"YGR110W"	0	0	3	7	5	8
"YHL036W"	6	4	9	5	7	2
"YOR165W"	17	27	22	14	16	8
"YJR088C"	4	7	6	4	1	6
"YCR014C"	4	1	2	5	3	3
"YLR378C"	38	41	25	27	20	23
"YHR020W"	46	45	48	33	17	29
"YMR235C"	29	41	23	10	13	19
"YGL099W"	11	12	5	5	5	5
"YBL050W"	6	10	12	6	9	12
"YJR039W"	6	4	0	10	8	9
"YHR069C-A"	0	0	0	0	0	0
"YJL148W"	11	16	9	3	5	6
"YEL075C"	0	0	0	0	0	0
"YNL185C"	0	1	4	5	1	6
"YFR036W"	1	1	0	0	2	3
"YMR067C"	11	9	9	7	10	9
"YML086C"	10	19	15	14	16	13
"YDR016C"	4	1	3	1	2	3
"YMR167W"	1	4	4	3	6	6
"YGR062C"	5	3	3	1	2	5
"YOR122C"	17	23	18	24	19	18
"YIL113W"	0	1	1	2	1	1
"YNL234W"	2	0	1	0	0	0
"YJL142C"	0	0	0	1	1	2
"YDR414C"	6	8	4	1	2	2
"YCR072C"	11	7	4	2	1	1
"YKR093W"	3	4	2	1	4	2
"YDR342C"	17	13	8	251	262	286
"YBR118W"	605	728	627	438	531	655
"YGR189C"	40	40	26	30	28	31
"YPL045W"	5	14	5	1	2	4
"YER113C"	11	16	18	8	4	7
"YMR050C"	29	30	25	8	12	11
"YDR471W"	54	67	51	18	18	24
"YCR086W"	0	2	3	1	3	4
"YOR380W"	0	1	2	3	2	4
"YFL044C"	3	12	8	5	15	13
"YHR039C"	38	51	37	8	13	26
"YBR245C"	14	10	15	9	7	17
"YIL009W"	11	28	17	9	8	13
"YDR318W"	4	4	2	6	5	3
"YNL046W"	2	2	0	2	2	0
"YLR025W"	13	13	16	3	10	17
"YOR355W"	17	23	23	15	28	26
"YDR076W"	3	5	1	0	1	2
"YPL265W"	7	11	3	5	2	7
"YGL152C"	0	0	0	0	0	1
"YFR055W"	2	8	2	0	2	2
"YDL128W"	15	15	13	22	21	18
"YNL013C"	0	0	0	2	0	0
"YHR090C"	1	3	3	4	6	6
"YDR214W"	18	29	23	29	33	57
"YLR184W"	0	0	0	0	0	0
"YPR061C"	0	0	0	2	1	1
"YGR267C"	7	15	15	11	10	23
"YOL090W"	14	19	10	7	15	17
"YGR185C"	27	27	30	12	17	18
"YIL020C-A"	0	1	0	0	2	2
"YBR056C-B"	0	0	0	0	0	0
"YLR169W"	5	4	1	1	2	0
"YML050W"	3	2	0	1	2	3
"YLR322W"	0	0	0	0	0	0
"YDR034W-B"	0	0	0	1	2	0
"YNL078W"	1	11	8	5	2	4
"YMR158W"	1	1	5	1	4	6
"YLR349W"	0	0	0	0	0	1
"YKR018C"	15	22	25	20	33	34
"YOR262W"	7	6	9	4	2	3
"YDR470C"	6	6	2	10	10	9
"YML132W"	3	3	1	4	2	3
"YFL004W"	18	35	23	11	23	20
"YHR016C"	6	8	2	11	11	8
"YDL045W-A"	5	5	2	2	3	3
"YNL290W"	8	15	9	3	6	6
"YMR132C"	0	1	2	1	0	2
"YBR012W-A"	0	0	0	0	0	0
"YDR358W"	4	3	2	11	5	12
"YBR010W"	56	67	44	45	32	39
"YGL085W"	6	7	2	0	3	4
"YGR023W"	5	4	2	6	3	3
"YML008C"	42	59	44	48	53	65
"YKR089C"	6	15	5	6	11	14
"YLR206W"	17	17	17	13	18	23
"YLL059C"	0	0	0	0	0	0
"YGL088W"	0	0	0	0	0	0
"YIL119C"	4	6	4	0	5	2
"YDR073W"	2	1	2	3	4	3
"YOR180C"	3	0	1	9	6	4
"YPL170W"	0	2	0	2	12	11
"YGL139W"	17	18	10	9	13	28
"YLR287C"	4	7	11	0	6	7
"YBR248C"	37	35	31	15	23	20
"YMR290W-A"	0	0	0	2	0	0
"YAL044W-A"	0	1	0	0	1	0
"YGL140C"	20	30	9	10	10	17
"YGR114C"	0	1	0	0	0	0
"YGR180C"	15	27	28	37	45	56
"YPL018W"	1	3	0	5	5	4
"YDR183W"	3	5	3	2	5	5
"YDR079W"	1	2	3	3	2	4
"YBR196C-A"	0	0	0	0	0	0
"YPL229W"	2	1	0	3	3	3
"YER118C"	9	13	9	5	6	7
"YDR205W"	9	7	5	1	2	4
"YGL260W"	0	0	0	0	0	0
"YBL067C"	6	8	12	11	20	10
"YNL162W"	49	63	54	19	25	31
"YKL144C"	3	5	4	1	1	5
"YOR093C"	12	8	9	5	12	4
"YNL284C-B"	50	75	42	21	30	33
"YGR038C-A"	0	0	0	0	0	0
"YLL055W"	5	11	3	9	11	11
"YLR343W"	1	1	2	2	1	0
"YMR064W"	7	7	7	8	6	9
"YGR193C"	8	18	8	9	9	14
"YML041C"	0	4	4	2	3	3
"YOL029C"	6	4	3	4	0	2
"YMR260C"	19	37	29	14	11	14
"YKL101W"	37	35	32	14	14	16
"YOR060C"	3	1	2	1	3	1
"YMR321C"	1	2	1	0	0	2
"YJR015W"	11	18	15	4	5	8
"YNL024C-A"	2	3	1	4	2	5
"YMR151W"	0	0	0	1	0	0
"YEL073C"	0	2	1	2	0	2
"YDR185C"	1	1	0	1	0	1
"YDL170W"	2	9	8	6	9	6
"YHR191C"	1	2	0	0	2	0
"YGR036C"	1	7	1	2	1	3
"YML072C"	44	82	45	19	21	30
"YPL153C"	2	4	4	7	1	5
"YKL086W"	0	2	0	1	1	1
"YBR283C"	29	45	35	11	16	17
"YGL226W"	3	3	1	3	0	1
"YDR450W"	84	100	78	24	30	33
"YGR196C"	7	3	5	7	13	15
"YPR096C"	0	0	0	0	0	0
"YLR393W"	1	3	0	2	3	1
"YNL330C"	17	22	15	7	10	10
"YHR189W"	1	2	1	0	0	2
"YDR513W"	3	5	2	11	12	19
"YJR030C"	4	13	4	7	3	9
"YGR170W"	9	10	14	11	12	9
"YPR069C"	23	33	19	11	15	14
"YNL339C"	1	5	1	1	4	2
"YBR061C"	8	3	8	6	4	8
"YNL064C"	55	78	66	42	77	89
"YOR010C"	0	1	1	0	0	0
"YPL002C"	3	3	1	2	5	4
"YER102W"	107	137	106	22	39	47
"YHR010W"	100	122	95	13	26	39
"YJR053W"	2	1	2	1	1	1
"YKL074C"	7	8	5	7	2	6
"YAL036C"	12	18	13	7	7	4
"YGR126W"	0	3	1	0	0	0
"YKR023W"	2	3	4	2	4	10
"YKL082C"	12	14	8	1	5	8
"YGL010W"	4	1	1	5	4	9
"YHR195W"	1	5	3	2	4	11
"YGL003C"	6	4	5	2	7	3
"YGR237C"	6	4	5	4	7	9
"YIL131C"	8	13	13	8	5	9
"YDR287W"	5	0	3	3	6	7
"YKL044W"	2	3	1	3	0	5
"YPR111W"	4	5	2	8	7	10
"YMR002W"	20	20	23	22	20	23
"YDR122W"	7	13	9	7	15	18
"YOR296W"	6	10	7	4	3	4
"YBL106C"	6	8	4	8	8	11
"YHR032C-A"	0	0	0	0	1	0
"YOR035C"	7	9	6	3	9	11
"YDR200C"	5	4	4	6	8	6
"YIL127C"	7	3	7	4	3	14
"YBL068W"	5	8	4	4	2	3
"YIR042C"	5	1	3	0	3	0
"YOR118W"	8	6	8	5	10	19
"YMR281W"	6	4	2	1	2	3
"YPR055W"	6	11	8	8	4	8
"YBR019C"	2	1	0	2	1	2
"YNL103W-A"	0	0	0	0	0	0
"YOR239W"	24	31	21	3	13	10
"YBR001C"	1	2	1	3	9	13
"YOR256C"	13	13	5	11	8	6
"YER139C"	4	1	0	2	3	2
"YBR160W"	3	3	3	4	9	3
"YGR232W"	8	7	7	1	4	1
"YNL174W"	1	1	2	0	0	0
"YMR006C"	9	13	9	15	14	28
"YHR064C"	43	61	59	23	28	29
"YMR174C"	1	0	0	12	23	15
"YKR002W"	8	12	13	11	11	8
"YOR151C"	50	66	43	18	34	33
"YPL120W"	2	8	3	1	7	5
"YOL053W"	5	7	3	6	9	11
"YPR025C"	6	5	4	7	5	5
"YLL064C"	0	0	0	0	0	0
"YKR088C"	10	8	6	5	4	10
"YOL123W"	28	32	27	17	18	31
"YGL094C"	13	17	14	8	8	3
"YLR121C"	5	4	4	4	10	12
"YDR431W"	0	0	0	0	0	0
"YDR081C"	6	12	8	11	10	8
"YCR012W"	259	330	262	157	191	259
"YKR044W"	3	7	3	7	3	1
"YNL220W"	64	104	85	22	16	21
"YGR263C"	1	4	0	2	7	8
"YJL186W"	14	17	10	13	16	14
"YIL024C"	0	1	0	3	2	7
"YPR070W"	5	4	4	3	6	1
"YJR084W"	4	3	5	4	7	2
"YER050C"	3	8	5	4	8	10
"YLR019W"	7	7	6	4	11	7
"YMR087W"	0	2	2	1	2	1
"YDR068W"	10	14	11	3	12	8
"YGR059W"	1	0	0	1	1	0
"YER046W-A"	0	0	0	0	0	0
"YLR067C"	5	8	7	4	5	4
"YMR082C"	0	0	0	0	0	0
"YKL080W"	35	44	33	10	20	21
"YIL137C"	6	17	7	10	7	15
"YBL075C"	1	2	3	106	239	283
"YGL246C"	7	11	2	4	2	5
"YER035W"	1	2	1	3	4	5
"YHR108W"	17	22	20	8	8	15
"YML093W"	23	17	23	8	10	4
"YMR299C"	5	8	0	4	4	2
"YNL146W"	1	1	0	0	0	0
"YOR155C"	10	3	3	6	3	16
"YGL143C"	6	9	6	6	7	9
"YNL239W"	6	18	11	16	25	19
"YLL018C-A"	0	1	1	0	1	1
"YNR073C"	0	0	0	1	4	0
"YJL095W"	10	14	10	8	13	10
"YDL117W"	9	18	2	1	4	2
"YGR271C-A"	9	16	6	2	4	5
"YMR030W"	1	1	1	1	5	3
"YOL075C"	10	9	1	5	6	5
"YOL056W"	3	4	1	1	0	2
"YML053C"	4	3	4	2	3	8
"YCR045W-A"	0	0	0	0	0	0
"YIL022W"	23	30	13	8	11	16
"YBL005W-A"	0	0	0	0	0	0
"YMR073C"	3	3	1	1	3	2
"YDR224C"	56	68	52	45	46	60
"YHL048C-A"	0	0	0	0	0	0
"YER171W"	9	17	8	3	9	6
"YDL010W"	3	2	2	7	2	9
"YNL141W"	13	18	11	6	6	9
"YDR106W"	0	0	1	0	0	0
"YHR078W"	6	6	8	3	4	10
"YDR270W"	11	17	9	11	6	6
"YDR067C"	2	5	3	0	0	2
"YIL026C"	6	10	12	11	13	11
"YOR098C"	15	30	16	6	17	9
"YGR009C"	7	12	9	13	18	12
"YCR003W"	14	17	3	8	2	3
"YGR204C-A"	0	0	0	0	0	0
"YJL175W"	0	0	0	0	0	0
"YML017W"	9	15	9	7	2	11
"YGL122C"	19	21	19	14	19	18
"YEL013W"	10	23	14	11	8	9
"YMR128W"	14	18	8	9	5	7
"YLR268W"	4	8	1	3	6	5
"YER160C"	20	28	22	9	5	9
"YEL055C"	14	25	23	11	17	14
"YDL069C"	0	0	0	0	1	0
"YMR065W"	1	2	0	3	3	0
"YIR020W-A"	0	0	0	0	0	0
"YMR169C"	3	2	2	8	25	20
"YIL068C"	6	5	8	1	7	4
"YLR125W"	0	1	0	1	0	0
"YLR387C"	9	14	11	6	4	15
"YPR183W"	11	14	20	11	4	11
"YGR012W"	4	7	10	1	7	7
"YOL024W"	0	0	0	0	0	0
